Index,date,State,Rt,Climate,Region,RtVarianceByState,ClimateVarianceByState,RtVarianceByRegion,ClimateVarianceByRegion
1490,9/20/2020,IN,1.141476185,57.5,"Region 05 IL, IN, MI, MN, OH, WI",1.126163681,-0.520905659,0.603669171,-0.297033294
50,9/20/2020,AK,1.166846152,47.5,"Region 10 AK, ID, OR, WA",1.165981269,0.099545556,1.837691499,-0.834386073
338,9/20/2020,AZ,1.071049053,92,"Region 09 AZ, CA, HI, NV",0.532957655,0.202045118,0.856643636,1.027017895
2930,9/20/2020,NH,1.136069313,52,"Region 01 CT,MA,ME,NH,RI,VT",0.485172251,-0.901616175,0.127884665,-0.83652482
4274,9/20/2020,UT,1.040387461,63.5,"Region 08 CO, MT, ND, SD, UT, WY",-0.773085151,-0.37696793,-0.927187354,0.052173976
626,9/20/2020,CT,1.10718828,49.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.242256811,-1.168702192,-0.112188089,-1.042544273
1970,9/20/2020,MD,1.006351539,55.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.777265871,-1.21908595,-0.638381307,-1.196974061
1874,9/20/2020,MA,1.134130088,52,"Region 01 CT,MA,ME,NH,RI,VT",0.498965582,-1.048160002,0.111764913,-0.83652482
4178,9/20/2020,TX,0.94732923,72,"Region 06 AR, LA, NM, OK, TX",-0.572829206,-0.575279028,-1.023755118,-0.070583352
3026,9/20/2020,NJ,1.151255445,56,"Region 02 NJ, NY",1.49896148,-1.057059556,1.820985209,-1.055864183
530,9/20/2020,CO,1.072196292,70,"Region 08 CO, MT, ND, SD, UT, WY",-0.32715433,0.363340069,-0.5182619,0.462120182
722,9/20/2020,DC,0.997455486,57.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.316158622,-1.233585543,-0.766893753,-1.007770696
2834,9/20/2020,NE,1.056701843,68,"Region 07 IA, KS, MO, NE",-0.588397418,0.293315669,-0.446667905,0.261754689
4370,9/20/2020,VA,0.992122036,66.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.3661065,-0.77106244,-0.843940811,-0.156355558
1778,9/20/2020,LA,1.041371577,71,"Region 06 AR, LA, NM, OK, TX",0.316538082,-0.898411528,0.212372188,-0.15869781
2066,9/20/2020,ME,0.963318408,47,"Region 01 CT,MA,ME,NH,RI,VT",-0.741481717,-0.857375862,-1.30810225,-1.248563726
3122,9/20/2020,NM,1.241517665,70.5,"Region 06 AR, LA, NM, OK, TX",1.576831498,0.102212973,2.843166212,-0.202755039
4082,9/20/2020,TN,1.081524089,69,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.719239184,0.533232782,1.07202807,-0.067552557
818,9/20/2020,DE,0.966708253,54,"Region 03 DC, DE, MD, PA, VA, WV",-1.519020906,-1.226588031,-1.211068504,-1.338876584
434,9/20/2020,CA,0.993199672,70.5,"Region 09 AZ, CA, HI, NV",0.208590202,-0.052061467,-0.152192781,-1.012443257
1682,9/20/2020,KY,1.10609297,61,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.242350276,-0.725856397,1.391359938,-0.673454615
3218,9/20/2020,NV,1.1187784,86,"Region 09 AZ, CA, HI, NV",1.0568952,0.095740437,1.475159837,0.457865945
2738,9/20/2020,ND,1.050187795,68,"Region 08 CO, MT, ND, SD, UT, WY",-1.399532739,0.293315669,-0.801196995,0.335982888
4466,9/20/2020,VT,1.216743981,47.5,"Region 01 CT,MA,ME,NH,RI,VT",0.389078933,-1.056381685,0.798490516,-1.207359835
3986,9/20/2020,SD,1.093294376,69,"Region 08 CO, MT, ND, SD, UT, WY",-0.413240905,0.533232782,-0.24703082,0.399051535
2162,9/20/2020,MI,1.083957009,53.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.161332535,-0.488987162,-0.029764588,-0.61571302
914,9/20/2020,FL,1.003708266,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.180372109,-0.623543529,0.060623762,0.689825016
1586,9/20/2020,KS,1.048449134,64,"Region 07 IA, KS, MO, NE",-0.485460704,-0.127956973,-0.547703257,-0.030330456
3890,9/20/2020,SC,0.964202247,64,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.289522984,-1.148103452,-0.452852241,-0.446241343
3410,9/20/2020,OH,1.112338672,55.5,"Region 05 IL, IN, MI, MN, OH, WI",0.434453894,-0.753683284,0.282790367,-0.456373157
3314,9/20/2020,NY,1.043797607,57.5,"Region 02 NJ, NY",-0.286189997,-0.906012347,-0.274866245,-0.914163864
146,9/20/2020,AL,1.031739046,67.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.013026374,-0.885285756,0.424951357,-0.181159193
4658,9/20/2020,WI,1.066718804,57,"Region 05 IL, IN, MI, MN, OH, WI",-0.664838733,-0.354906746,-0.219601469,-0.33686826
3794,9/20/2020,RI,1.11407386,52,"Region 01 CT,MA,ME,NH,RI,VT",-0.026841596,-1.094068656,-0.054951903,-0.83652482
242,9/20/2020,AR,1.037619781,69,"Region 06 AR, LA, NM, OK, TX",0.269375959,-0.158289522,0.163057197,-0.334926726
1106,9/20/2020,HI,1.017307163,79.5,"Region 09 AZ, CA, HI, NV",0.607487745,0.501890366,0.160211949,-0.158715333
1394,9/20/2020,IL,1.094497651,60.5,"Region 05 IL, IN, MI, MN, OH, WI",0.26981045,-0.287196388,0.086314935,-0.0580235
4850,9/20/2020,WY,1.222693841,65,"Region 08 CO, MT, ND, SD, UT, WY",0.507483896,0.402470389,1.41649259,0.146776947
2546,9/20/2020,MT,1.206120527,64,"Region 08 CO, MT, ND, SD, UT, WY",1.590720201,0.228928228,1.203430691,0.0837083
2354,9/20/2020,MO,1.042717623,62.5,"Region 07 IA, KS, MO, NE",-0.432503359,-0.325270279,-0.617872365,-0.139862386
4754,9/20/2020,WV,0.968534121,57,"Region 03 DC, DE, MD, PA, VA, WV",-1.210773993,-0.926203018,-1.184692002,-1.055071537
1202,9/20/2020,IA,1.04014452,62,"Region 07 IA, KS, MO, NE",-0.751641072,-0.005056694,-0.649374065,-0.176373029
3506,9/20/2020,OK,1.021360676,65.5,"Region 06 AR, LA, NM, OK, TX",1.283085377,-0.249508495,-0.050658478,-0.643327329
3602,9/20/2020,OR,0.990644401,65.5,"Region 10 AK, ID, OR, WA",-0.968287099,0.118054075,-1.004801145,0.446234897
3698,9/20/2020,PA,1.079243251,52,"Region 03 DC, DE, MD, PA, VA, WV",-0.048633384,-1.094068656,0.414612893,-1.528079948
1298,9/20/2020,ID,1.080334714,65,"Region 10 AK, ID, OR, WA",0.658795949,-0.090761526,0.442086037,0.410662092
2835,9/21/2020,NE,1.064786739,69.5,"Region 07 IA, KS, MO, NE",-0.488913846,0.392814978,-0.347687036,0.371286618
4563,9/21/2020,WA,0.997653712,49,"Region 10 AK, ID, OR, WA",-0.3333741,-0.931180893,-0.891726701,-0.727667659
531,9/21/2020,CO,1.083252632,71,"Region 08 CO, MT, ND, SD, UT, WY",-0.213058407,0.428415902,-0.376124678,0.525188829
819,9/21/2020,DE,0.967761057,54,"Region 03 DC, DE, MD, PA, VA, WV",-1.503372958,-1.226588031,-1.19585969,-1.338876584
1587,9/21/2020,KS,1.057072816,67,"Region 07 IA, KS, MO, NE",-0.370645729,0.102365579,-0.442126198,0.188733403
4083,9/21/2020,TN,1.08894582,72.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.841738609,0.750535651,1.168491365,0.197529594
627,9/21/2020,CT,1.112608688,49.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.174015379,-1.168702192,-0.067131103,-1.042544273
2643,9/21/2020,NC,0.993516626,69.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.482082324,0.392814978,-0.071841181,-0.029683678
51,9/21/2020,AK,1.170194403,47.5,"Region 10 AK, ID, OR, WA",1.220696095,0.099545556,1.891705598,-0.834386073
3603,9/21/2020,OR,0.991168151,65.5,"Region 10 AK, ID, OR, WA",-0.960313413,0.118054075,-0.996351992,0.446234897
4659,9/21/2020,WI,1.064204397,63.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.702992046,0.164347203,-0.247291544,0.180986294
1971,9/21/2020,MD,1.010991012,54.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.709887229,-1.314817853,-0.571359447,-1.291575743
1395,9/21/2020,IL,1.103032722,64,"Region 05 IL, IN, MI, MN, OH, WI",0.362091922,-0.016134629,0.180307973,0.220821259
3891,9/21/2020,SC,0.976775136,63.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.142154594,-1.205181615,-0.289437224,-0.484110222
723,9/21/2020,DC,1.000202199,58,"Region 03 DC, DE, MD, PA, VA, WV",-0.274683551,-1.183127847,-0.727214717,-0.960469855
2547,9/21/2020,MT,1.202484235,62,"Region 08 CO, MT, ND, SD, UT, WY",1.538886531,0.109161961,1.156683536,-0.042428994
3315,9/21/2020,NY,1.033541933,57,"Region 02 NJ, NY",-0.542056667,-0.953933662,-0.474892317,-0.961397304
435,9/21/2020,CA,0.99655033,71.5,"Region 09 AZ, CA, HI, NV",0.256445024,0.140165487,-0.108772195,-0.917584599
3507,9/21/2020,OK,1.019706619,68,"Region 06 AR, LA, NM, OK, TX",1.185658221,-0.042304208,-0.072400013,-0.423041184
1683,9/21/2020,KY,1.107434405,62.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.270304405,-0.572483952,1.408795121,-0.559847979
1875,9/21/2020,MA,1.129346235,53,"Region 01 CT,MA,ME,NH,RI,VT",0.438417285,-0.959309353,0.071999273,-0.754117039
339,9/21/2020,AZ,1.072590655,92,"Region 09 AZ, CA, HI, NV",0.551977221,0.202045118,0.876620985,1.027017895
3219,9/21/2020,NV,1.111468942,87,"Region 09 AZ, CA, HI, NV",0.96977176,0.18811312,1.380437859,0.552724604
243,9/21/2020,AR,1.040350245,68,"Region 06 AR, LA, NM, OK, TX",0.328837263,-0.250946803,0.198947423,-0.423041184
4179,9/21/2020,TX,0.951676158,71.5,"Region 06 AR, LA, NM, OK, TX",-0.513965983,-0.625576648,-0.966617493,-0.114640581
3795,9/21/2020,RI,1.120010432,54,"Region 01 CT,MA,ME,NH,RI,VT",0.027919697,-0.920176949,-0.00560432,-0.671709258
1107,9/21/2020,HI,1.017010245,78,"Region 09 AZ, CA, HI, NV",0.602195731,-0.788684861,0.15636424,-0.30100332
2067,9/21/2020,ME,0.967735684,47.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.719309031,-0.817166736,-1.27138377,-1.207359835
2163,9/21/2020,MI,1.089381136,56.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.097628553,-0.230586607,0.029968972,-0.376703226
1299,9/21/2020,ID,1.078630914,72.5,"Region 10 AK, ID, OR, WA",0.621520605,0.517129622,0.414600277,0.944254163
4851,9/21/2020,WY,1.223989381,65.5,"Region 08 CO, MT, ND, SD, UT, WY",0.521041132,0.434062505,1.433147691,0.17831127
1011,9/21/2020,GA,0.994581677,62.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.042518542,-1.234780052,-0.057998275,-0.559847979
4371,9/21/2020,VA,0.998993668,65.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.23353949,-0.882793752,-0.744673165,-0.25095724
3411,9/21/2020,OH,1.121885778,57,"Region 05 IL, IN, MI, MN, OH, WI",0.521083375,-0.612367668,0.387928508,-0.33686826
147,9/21/2020,AL,1.037494592,67,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.096684208,-0.947139783,0.49975856,-0.219028072
2259,9/21/2020,MN,1.062351465,66.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.374680647,0.723555176,-0.267697081,0.419996088
3123,9/21/2020,NM,1.238254776,72.5,"Region 06 AR, LA, NM, OK, TX",1.541878334,0.267823867,2.800277595,-0.026526123
4467,9/21/2020,VT,1.223564984,49,"Region 01 CT,MA,ME,NH,RI,VT",0.440107391,-0.931180893,0.855189907,-1.083748164
4275,9/21/2020,UT,1.042447577,69.5,"Region 08 CO, MT, ND, SD, UT, WY",-0.699549131,0.047950911,-0.900703078,0.430585859
3027,9/21/2020,NJ,1.160331243,56,"Region 02 NJ, NY",1.648882005,-1.057059556,1.997999048,-1.055864183
1491,9/21/2020,IN,1.142161117,60,"Region 05 IL, IN, MI, MN, OH, WI",1.137622171,-0.290033345,0.61121203,-0.097858466
2355,9/21/2020,MO,1.041765384,65,"Region 07 IA, KS, MO, NE",-0.448016756,-0.113712374,-0.629530331,0.04269083
3699,9/21/2020,PA,1.083455509,54,"Region 03 DC, DE, MD, PA, VA, WV",0.038462065,-0.920176949,0.475463203,-1.338876584
1779,9/21/2020,LA,1.04415129,72,"Region 06 AR, LA, NM, OK, TX",0.353082877,-0.766332651,0.248909761,-0.070583352
3987,9/21/2020,SD,1.096326356,72.5,"Region 08 CO, MT, ND, SD, UT, WY",-0.350488458,0.750535651,-0.208052531,0.6197918
1203,9/21/2020,IA,1.045164248,65,"Region 07 IA, KS, MO, NE",-0.700587463,0.202990155,-0.587919095,0.04269083
2931,9/21/2020,NH,1.138326998,52.5,"Region 01 CT,MA,ME,NH,RI,VT",0.527535738,-0.86141406,0.146651607,-0.79532093
915,9/21/2020,FL,1.006465738,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.137827231,-0.623543529,0.096463762,0.689825016
2739,9/21/2020,ND,1.055037176,69.5,"Region 08 CO, MT, ND, SD, UT, WY",-1.311325541,0.392814978,-0.738854707,0.430585859
4755,9/21/2020,WV,0.979098717,57,"Region 03 DC, DE, MD, PA, VA, WV",-1.075918037,-0.926203018,-1.032075772,-1.055071537
3028,9/22/2020,NJ,1.165478863,60.5,"Region 02 NJ, NY",1.733914075,-0.639837329,2.098397931,-0.630763226
3316,9/22/2020,NY,1.029174839,59.5,"Region 02 NJ, NY",-0.651010384,-0.71432709,-0.560067866,-0.725230105
3988,9/22/2020,SD,1.102855608,73,"Region 08 CO, MT, ND, SD, UT, WY",-0.215353485,0.781578917,-0.12411429,0.651326123
4468,9/22/2020,VT,1.228007873,50,"Region 01 CT,MA,ME,NH,RI,VT",0.473344991,-0.847713698,0.892121293,-1.001340382
1876,9/22/2020,MA,1.122184522,55.5,"Region 01 CT,MA,ME,NH,RI,VT",0.347772877,-0.73718273,0.012467741,-0.548097586
2164,9/22/2020,MI,1.090578479,62,"Region 05 IL, IN, MI, MN, OH, WI",-0.083566288,0.243147745,0.043154792,0.061481397
532,9/22/2020,CO,1.095034979,71,"Region 08 CO, MT, ND, SD, UT, WY",-0.091470452,0.428415902,-0.224654113,0.525188829
4660,9/22/2020,WI,1.063612133,68.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.711978989,0.563773318,-0.25381389,0.57933595
1588,9/22/2020,KS,1.060319641,66.5,"Region 07 IA, KS, MO, NE",-0.327417775,0.063978487,-0.402376328,0.15222276
3220,9/22/2020,NV,1.106983325,87.5,"Region 09 AZ, CA, HI, NV",0.916306458,0.234299462,1.322309538,0.600153933
1780,9/22/2020,LA,1.049740191,75,"Region 06 AR, LA, NM, OK, TX",0.426559973,-0.37009602,0.322372338,0.193760022
2740,9/22/2020,ND,1.061353875,69.5,"Region 08 CO, MT, ND, SD, UT, WY",-1.19642875,0.392814978,-0.657648987,0.430585859
2356,9/22/2020,MO,1.048391526,67,"Region 07 IA, KS, MO, NE",-0.340066997,0.05553395,-0.548408533,0.188733403
4180,9/22/2020,TX,0.958235183,73,"Region 06 AR, LA, NM, OK, TX",-0.425148006,-0.474683788,-0.880403248,0.017531106
916,9/22/2020,FL,1.010537991,78.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.074996674,-0.74471798,0.149392512,0.651956137
1108,9/22/2020,HI,1.013971619,78.5,"Region 09 AZ, CA, HI, NV",0.548037844,-0.358493119,0.116987221,-0.253573991
3508,9/22/2020,OK,1.022358321,67,"Region 06 AR, LA, NM, OK, TX",1.341848597,-0.125185923,-0.037545064,-0.511155642
4756,9/22/2020,WV,0.986066612,58,"Region 03 DC, DE, MD, PA, VA, WV",-0.98697359,-0.82696698,-0.93141751,-0.960469855
340,9/22/2020,AZ,1.076283464,93.5,"Region 09 AZ, CA, HI, NV",0.597537375,0.356803081,0.924475446,1.169305882
244,9/22/2020,AR,1.042955116,66,"Region 06 AR, LA, NM, OK, TX",0.385563528,-0.436261365,0.233186809,-0.5992701
4084,9/22/2020,TN,1.094268632,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.929594313,0.781578917,1.237674146,0.235398472
1204,9/22/2020,IA,1.052229484,67,"Region 07 IA, KS, MO, NE",-0.628729827,0.341688055,-0.501421606,0.188733403
3700,9/22/2020,PA,1.086233198,56.5,"Region 03 DC, DE, MD, PA, VA, WV",0.095895411,-0.702812316,0.515589718,-1.102372379
1492,9/22/2020,IN,1.140204952,61,"Region 05 IL, IN, MI, MN, OH, WI",1.104896736,-0.197684419,0.589669633,-0.018188535
3124,9/22/2020,NM,1.236092534,72,"Region 06 AR, LA, NM, OK, TX",1.518715671,0.226421144,2.771856289,-0.070583352
2260,9/22/2020,MN,1.070906457,68,"Region 05 IL, IN, MI, MN, OH, WI",-0.296914215,0.825955122,-0.173484661,0.539500985
628,9/22/2020,CT,1.119881871,53,"Region 01 CT,MA,ME,NH,RI,VT",-0.082448024,-0.876417908,-0.006672979,-0.754117039
148,9/22/2020,AL,1.046709854,67.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.272342913,-0.885285756,0.619533116,-0.181159193
3796,9/22/2020,RI,1.129482929,56.5,"Region 01 CT,MA,ME,NH,RI,VT",0.115297764,-0.702812316,0.073135538,-0.465689805
2068,9/22/2020,ME,0.971085706,50,"Region 01 CT,MA,ME,NH,RI,VT",-0.702493467,-0.616121101,-1.243536809,-1.001340382
4276,9/22/2020,UT,1.043250473,77.5,"Region 08 CO, MT, ND, SD, UT, WY",-0.670889688,0.614509366,-0.890381271,0.935135035
1300,9/22/2020,ID,1.079523082,68.5,"Region 10 AK, ID, OR, WA",0.641039251,0.19292101,0.428992762,0.659671725
3412,9/22/2020,OH,1.12883508,57,"Region 05 IL, IN, MI, MN, OH, WI",0.584140644,-0.612367668,0.46445816,-0.33686826
52,9/22/2020,AK,1.172252025,49,"Region 10 AK, ID, OR, WA",1.254320345,0.213765157,1.924899226,-0.727667659
2932,9/22/2020,NH,1.136583291,53.5,"Region 01 CT,MA,ME,NH,RI,VT",0.494816599,-0.781009831,0.132157093,-0.712913148
4372,9/22/2020,VA,1.007207207,64.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.075084512,-0.994525064,-0.626020321,-0.345558922
4564,9/22/2020,WA,0.995291021,50,"Region 10 AK, ID, OR, WA",-0.389214738,-0.847713698,-0.929841713,-0.65652205
1012,9/22/2020,GA,1.001374517,61,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.163283409,-1.408167012,0.030291065,-0.673454615
3892,9/22/2020,SC,0.990525986,63.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.019020824,-1.205181615,-0.110711761,-0.484110222
2548,9/22/2020,MT,1.194243944,64,"Region 08 CO, MT, ND, SD, UT, WY",1.421424972,0.228928228,1.050748654,0.0837083
1684,9/22/2020,KY,1.104182772,62.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.202543709,-0.572483952,1.366532307,-0.559847979
4852,9/22/2020,WY,1.226892669,67.5,"Region 08 CO, MT, ND, SD, UT, WY",0.551422719,0.560430967,1.470471551,0.304448565
436,9/22/2020,CA,0.99903389,71.5,"Region 09 AZ, CA, HI, NV",0.291915764,0.140165487,-0.076588178,-0.917584599
2836,9/22/2020,NE,1.070892658,69.5,"Region 07 IA, KS, MO, NE",-0.413781324,0.392814978,-0.272934167,0.371286618
1972,9/22/2020,MD,1.012400219,56.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.689421445,-1.123354047,-0.551002032,-1.102372379
3604,9/22/2020,OR,0.99222978,68,"Region 10 AK, ID, OR, WA",-0.94415094,0.397196714,-0.979225757,0.62409892
2644,9/22/2020,NC,0.994836014,69.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.438514275,0.392814978,-0.054692552,-0.029683678
724,9/22/2020,DC,0.999465035,60.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.285814648,-0.930839368,-0.737863794,-0.72396565
1396,9/22/2020,IL,1.121269591,66.5,"Region 05 IL, IN, MI, MN, OH, WI",0.559269557,0.177480914,0.381142708,0.419996088
820,9/22/2020,DE,0.966316722,56.5,"Region 03 DC, DE, MD, PA, VA, WV",-1.524840277,-0.983999546,-1.216724564,-1.102372379
821,9/23/2020,DE,0.970759847,65,"Region 03 DC, DE, MD, PA, VA, WV",-1.458801595,-0.159198694,-1.152539148,-0.298258081
533,9/23/2020,CO,1.102758167,70,"Region 08 CO, MT, ND, SD, UT, WY",-0.011770998,0.363340069,-0.125366964,0.462120182
4469,9/23/2020,VT,1.231097089,59.5,"Region 01 CT,MA,ME,NH,RI,VT",0.496455658,-0.054775347,0.917800312,-0.218466461
2741,9/23/2020,ND,1.067635796,69.5,"Region 08 CO, MT, ND, SD, UT, WY",-1.082164548,0.392814978,-0.576890364,0.430585859
3701,9/23/2020,PA,1.08762424,65.5,"Region 03 DC, DE, MD, PA, VA, WV",0.12465752,0.079700366,0.535684721,-0.25095724
149,9/23/2020,AL,1.055259594,73.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.435315628,-0.143037437,0.730657609,0.273267351
4373,9/23/2020,VA,1.017081114,67,"Region 03 DC, DE, MD, PA, VA, WV",0.115402162,-0.715196784,-0.483381789,-0.109054717
1685,9/23/2020,KY,1.107430482,63.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.270222654,-0.470235656,1.408744132,-0.484110222
2837,9/23/2020,NE,1.078921373,69.5,"Region 07 IA, KS, MO, NE",-0.314989052,0.392814978,-0.174641104,0.371286618
1301,9/23/2020,ID,1.076328325,72.5,"Region 10 AK, ID, OR, WA",0.571145092,0.517129622,0.377454833,0.944254163
437,9/23/2020,CA,0.999596636,72,"Region 09 AZ, CA, HI, NV",0.299953024,0.236278964,-0.069295652,-0.87015527
2069,9/23/2020,ME,0.983678441,64,"Region 01 CT,MA,ME,NH,RI,VT",-0.639283753,0.509734453,-1.138860063,0.152368554
53,9/23/2020,AK,1.173633218,49.5,"Region 10 AK, ID, OR, WA",1.276890856,0.251838358,1.947180678,-0.692094854
3509,9/23/2020,OK,1.018672575,66.5,"Region 06 AR, LA, NM, OK, TX",1.12475103,-0.16662678,-0.085991869,-0.555212871
2357,9/23/2020,MO,1.055805505,68.5,"Region 07 IA, KS, MO, NE",-0.219282194,0.182468693,-0.457641492,0.298265332
3125,9/23/2020,NM,1.232080497,75,"Region 06 AR, LA, NM, OK, TX",1.475737381,0.474837484,2.719120594,0.193760022
725,9/23/2020,DC,1.000663415,68,"Region 03 DC, DE, MD, PA, VA, WV",-0.267719239,-0.17397393,-0.720551988,-0.014453035
4085,9/23/2020,TN,1.100838514,75,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.038033539,0.905751985,1.323065608,0.386873987
3221,9/23/2020,NV,1.105934946,86,"Region 09 AZ, CA, HI, NV",0.90381054,0.095740437,1.308723779,0.457865945
1781,9/23/2020,LA,1.048910274,77.5,"Region 06 AR, LA, NM, OK, TX",0.415649081,-0.039898827,0.311463603,0.414046166
2933,9/23/2020,NH,1.131820408,65.5,"Region 01 CT,MA,ME,NH,RI,VT",0.405445259,0.18384092,0.092565765,0.275980225
1589,9/23/2020,KS,1.066513518,69.5,"Region 07 IA, KS, MO, NE",-0.244953019,0.294301038,-0.326546617,0.371286618
4661,9/23/2020,WI,1.063145996,70,"Region 05 IL, IN, MI, MN, OH, WI",-0.719052096,0.683601152,-0.258947255,0.698840847
1397,9/23/2020,IL,1.129761252,69,"Region 05 IL, IN, MI, MN, OH, WI",0.651081679,0.371096456,0.47465769,0.619170916
3317,9/23/2020,NY,1.024575232,68,"Region 02 NJ, NY",-0.765765019,0.100335252,-0.649778335,0.07773837
2261,9/23/2020,MN,1.082861509,69,"Region 05 IL, IN, MI, MN, OH, WI",-0.18824062,0.894221753,-0.041828854,0.619170916
341,9/23/2020,AZ,1.082896496,91,"Region 09 AZ, CA, HI, NV",0.679125879,0.098873143,1.010172563,0.932159237
2549,9/23/2020,MT,1.188910088,66.5,"Region 08 CO, MT, ND, SD, UT, WY",1.345393308,0.37863606,0.98217809,0.241379917
4277,9/23/2020,UT,1.040994891,73.5,"Region 08 CO, MT, ND, SD, UT, WY",-0.751402884,0.331230138,-0.919378404,0.682860447
1877,9/23/2020,MA,1.12143067,67.5,"Region 01 CT,MA,ME,NH,RI,VT",0.338231519,0.32902506,0.006201368,0.440795788
1493,9/23/2020,IN,1.137311246,63,"Region 05 IL, IN, MI, MN, OH, WI",1.056486819,-0.012986568,0.557802502,0.141151328
1013,9/23/2020,GA,1.005409267,69,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.235014239,-0.483436558,0.082732373,-0.067552557
629,9/23/2020,CT,1.123907737,62,"Region 01 CT,MA,ME,NH,RI,VT",-0.031763489,-0.124829747,0.026791916,-0.012447009
4565,9/23/2020,WA,0.992309982,59.5,"Region 10 AK, ID, OR, WA",-0.459669622,-0.054775347,-0.977931935,0.01936124
3893,9/23/2020,SC,1.000389625,63,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.134633759,-1.262259777,0.017490018,-0.521979101
1973,9/23/2020,MD,1.015110739,66,"Region 03 DC, DE, MD, PA, VA, WV",-0.65005681,-0.21390097,-0.511845841,-0.203656399
3605,9/23/2020,OR,0.99595437,63.5,"Region 10 AK, ID, OR, WA",-0.887446963,-0.105260037,-0.919140544,0.303943678
245,9/23/2020,AR,1.048515262,61.5,"Region 06 AR, LA, NM, OK, TX",0.506646806,-0.85321913,0.306271419,-0.995785161
3797,9/23/2020,RI,1.134972565,65.5,"Region 01 CT,MA,ME,NH,RI,VT",0.165936342,0.079700366,0.118767979,0.275980225
2645,9/23/2020,NC,0.992594546,69.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.512530704,0.392814978,-0.083825835,-0.029683678
3413,9/23/2020,OH,1.134151844,63.5,"Region 05 IL, IN, MI, MN, OH, WI",0.632384427,0,0.523009377,0.180986294
1109,9/23/2020,HI,1.014777693,76.5,"Region 09 AZ, CA, HI, NV",0.562404622,-2.079260087,0.127432992,-0.443291308
2165,9/23/2020,MI,1.098771182,64,"Region 05 IL, IN, MI, MN, OH, WI",0.012653399,0.415414782,0.13337748,0.220821259
4757,9/23/2020,WV,0.992162712,59.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.909157515,-0.678112924,-0.843353205,-0.818567332
917,9/23/2020,FL,1.012186821,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.04955697,-0.623543529,0.170823034,0.689825016
1205,9/23/2020,IA,1.056826133,68.5,"Region 07 IA, KS, MO, NE",-0.581979182,0.44571148,-0.445146261,0.298265332
3989,9/23/2020,SD,1.109272441,75,"Region 08 CO, MT, ND, SD, UT, WY",-0.082545231,0.905751985,-0.041621275,0.777463417
4181,9/23/2020,TX,0.966581659,73,"Region 06 AR, LA, NM, OK, TX",-0.31212555,-0.474683788,-0.770694088,0.017531106
4853,9/23/2020,WY,1.22674637,67,"Region 08 CO, MT, ND, SD, UT, WY",0.549891766,0.528838852,1.468590772,0.272914241
3029,9/23/2020,NJ,1.173320853,69,"Region 02 NJ, NY",1.863453676,0.148249102,2.25134765,0.172205249
2838,9/24/2020,NE,1.088862578,72.5,"Region 07 IA, KS, MO, NE",-0.192663845,0.591813594,-0.05293402,0.590350477
