date,State,Rt,Climate,Region,RtVarianceByState,ClimateVarianceByState
10/19/2020,ME,1.432166071,47,"Region 01 CT,MA,ME,NH,RI,VT",1.611917043,-0.857375862
10/20/2020,ME,1.441878428,50.5,"Region 01 CT,MA,ME,NH,RI,VT",1.66066859,-0.575911974
10/21/2020,ME,1.446608903,47.5,"Region 01 CT,MA,ME,NH,RI,VT",1.68441339,-0.817166736
10/22/2020,ME,1.447468794,52.5,"Region 01 CT,MA,ME,NH,RI,VT",1.688729646,-0.415075466
10/23/2020,ME,1.449552413,52,"Region 01 CT,MA,ME,NH,RI,VT",1.699188451,-0.455284593
10/24/2020,ME,1.452018826,49.5,"Region 01 CT,MA,ME,NH,RI,VT",1.711568705,-0.656330228
10/25/2020,ME,1.445639779,37.5,"Region 01 CT,MA,ME,NH,RI,VT",1.679548835,-1.621349274
10/26/2020,ME,1.446726705,36,"Region 01 CT,MA,ME,NH,RI,VT",1.685004702,-1.741976655
10/27/2020,ME,1.443065405,41,"Region 01 CT,MA,ME,NH,RI,VT",1.666626667,-1.339885385
10/28/2020,ME,1.448077419,35.5,"Region 01 CT,MA,ME,NH,RI,VT",1.691784662,-1.782185781
10/29/2020,ME,1.448051531,38,"Region 01 CT,MA,ME,NH,RI,VT",1.691654717,-1.581140147
10/30/2020,ME,1.448494128,30.5,"Region 01 CT,MA,ME,NH,RI,VT",1.693876349,-2.184277051
10/31/2020,ME,1.451604255,31,"Region 01 CT,MA,ME,NH,RI,VT",1.70948775,-2.144067924
11/1/2020,ME,1.451240427,38,"Region 01 CT,MA,ME,NH,RI,VT",1.707661502,-1.581140147
11/2/2020,ME,1.444137792,36.5,"Region 01 CT,MA,ME,NH,RI,VT",1.672009554,-1.701767528
11/3/2020,ME,1.452409333,30,"Region 01 CT,MA,ME,NH,RI,VT",1.71352887,-2.224486178
11/4/2020,ME,1.446656317,30.5,"Region 01 CT,MA,ME,NH,RI,VT",1.684651387,-2.184277051
8/1/2020,MI,1.017704763,69.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.939435969,0.889149133
8/2/2020,MI,1.019533096,69.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.917963004,0.889149133
8/3/2020,MI,1.020122756,68.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.911037707,0.803015615
8/4/2020,MI,1.020205137,64.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.910070178,0.458481541
8/5/2020,MI,1.02121193,64,"Region 05 IL, IN, MI, MN, OH, WI",-0.898245838,0.415414782
8/6/2020,MI,1.020604481,66,"Region 05 IL, IN, MI, MN, OH, WI",-0.905380059,0.587681818
8/7/2020,MI,1.020541279,68,"Region 05 IL, IN, MI, MN, OH, WI",-0.906122339,0.759948855
8/8/2020,MI,1.021604656,70,"Region 05 IL, IN, MI, MN, OH, WI",-0.893633444,0.932215892
8/9/2020,MI,1.020933055,77,"Region 05 IL, IN, MI, MN, OH, WI",-0.901521102,1.535150521
8/10/2020,MI,1.022044444,79.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.888468328,1.750484317
8/11/2020,MI,1.024785343,73,"Region 05 IL, IN, MI, MN, OH, WI",-0.856277677,1.190616447
8/12/2020,MI,1.02074862,72,"Region 05 IL, IN, MI, MN, OH, WI",-0.90368721,1.104482929
8/13/2020,MI,1.019513806,72,"Region 05 IL, IN, MI, MN, OH, WI",-0.918189556,1.104482929
8/14/2020,MI,1.012761401,74,"Region 05 IL, IN, MI, MN, OH, WI",-0.997493577,1.276749966
8/15/2020,MI,1.015499892,75.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.965331207,1.405950244
8/16/2020,MI,1.014789677,72.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.97367237,1.147549688
8/17/2020,MI,1.01558376,70.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.964346215,0.975282651
8/18/2020,MI,1.01224292,65.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.003582908,0.544615059
8/19/2020,MI,1.009946458,64.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.030553842,0.458481541
8/20/2020,MI,1.012534975,70.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.000152851,0.975282651
8/21/2020,MI,1.0128764,73,"Region 05 IL, IN, MI, MN, OH, WI",-0.996142965,1.190616447
8/22/2020,MI,1.011358857,73.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.013965839,1.233683207
8/23/2020,MI,1.008050631,76.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.052819495,1.492083762
8/24/2020,MI,1.008010371,77.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.053292331,1.57821728
8/25/2020,MI,1.007227559,76,"Region 05 IL, IN, MI, MN, OH, WI",-1.062486113,1.449017003
8/26/2020,MI,1.003326293,73.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.108304763,1.233683207
8/27/2020,MI,1.00694636,79,"Region 05 IL, IN, MI, MN, OH, WI",-1.065788671,1.707417558
8/28/2020,MI,1.002371366,72,"Region 05 IL, IN, MI, MN, OH, WI",-1.11951996,1.104482929
8/29/2020,MI,1.004459898,68,"Region 05 IL, IN, MI, MN, OH, WI",-1.094991072,0.759948855
8/30/2020,MI,1.006749626,63,"Region 05 IL, IN, MI, MN, OH, WI",-1.068099226,0.329281263
8/31/2020,MI,1.005990577,66,"Region 05 IL, IN, MI, MN, OH, WI",-1.077013922,0.587681818
9/1/2020,MI,1.007832967,71.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.055375863,1.06141617
9/2/2020,MI,1.007860655,69,"Region 05 IL, IN, MI, MN, OH, WI",-1.05505068,0.846082374
9/3/2020,MI,1.011247063,69.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.01527881,0.889149133
9/4/2020,MI,1.014288028,63,"Region 05 IL, IN, MI, MN, OH, WI",-0.979564016,0.329281263
9/5/2020,MI,1.020224663,63.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.909840854,0.372348022
9/6/2020,MI,1.020042142,60,"Region 05 IL, IN, MI, MN, OH, WI",-0.911984483,0.070880708
9/7/2020,MI,1.024769083,67.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.856468644,0.716882096
9/8/2020,MI,1.028723256,57,"Region 05 IL, IN, MI, MN, OH, WI",-0.810028624,-0.187519847
9/9/2020,MI,1.031276994,58.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.780036097,-0.05831957
9/10/2020,MI,1.034328216,56,"Region 05 IL, IN, MI, MN, OH, WI",-0.744200839,-0.273653366
9/11/2020,MI,1.040044881,57,"Region 05 IL, IN, MI, MN, OH, WI",-0.677061128,-0.187519847
9/12/2020,MI,1.045026019,61.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.618559857,0.200080986
9/13/2020,MI,1.050111958,64,"Region 05 IL, IN, MI, MN, OH, WI",-0.558827744,0.415414782
9/14/2020,MI,1.059719957,55.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.44598603,-0.316720125
9/15/2020,MI,1.059601286,58.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.447379769,-0.05831957
9/16/2020,MI,1.067342984,64,"Region 05 IL, IN, MI, MN, OH, WI",-0.356456937,0.415414782
9/17/2020,MI,1.070127884,55.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.323749514,-0.316720125
9/18/2020,MI,1.074439065,49.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.273116593,-0.833521236
9/19/2020,MI,1.080895934,48,"Region 05 IL, IN, MI, MN, OH, WI",-0.197283512,-0.962721513
9/20/2020,MI,1.083957009,53.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.161332535,-0.488987162
9/21/2020,MI,1.089381136,56.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.097628553,-0.230586607
9/22/2020,MI,1.090578479,62,"Region 05 IL, IN, MI, MN, OH, WI",-0.083566288,0.243147745
9/23/2020,MI,1.098771182,64,"Region 05 IL, IN, MI, MN, OH, WI",0.012653399,0.415414782
9/24/2020,MI,1.100251381,63,"Region 05 IL, IN, MI, MN, OH, WI",0.030037684,0.329281263
9/25/2020,MI,1.104965675,67,"Region 05 IL, IN, MI, MN, OH, WI",0.08540499,0.673815337
9/26/2020,MI,1.110320453,68.5,"Region 05 IL, IN, MI, MN, OH, WI",0.148294498,0.803015615
9/27/2020,MI,1.116459739,68,"Region 05 IL, IN, MI, MN, OH, WI",0.220397706,0.759948855
9/28/2020,MI,1.122029704,57.5,"Region 05 IL, IN, MI, MN, OH, WI",0.285814491,-0.144453088
9/29/2020,MI,1.124821273,55.5,"Region 05 IL, IN, MI, MN, OH, WI",0.318600238,-0.316720125
9/30/2020,MI,1.131479784,55,"Region 05 IL, IN, MI, MN, OH, WI",0.396801516,-0.359786884
10/1/2020,MI,1.141390937,51,"Region 05 IL, IN, MI, MN, OH, WI",0.51320364,-0.704320958
10/2/2020,MI,1.145142982,45,"Region 05 IL, IN, MI, MN, OH, WI",0.557269756,-1.221122069
10/3/2020,MI,1.151171864,45,"Region 05 IL, IN, MI, MN, OH, WI",0.628076318,-1.221122069
10/4/2020,MI,1.154392925,47,"Region 05 IL, IN, MI, MN, OH, WI",0.66590626,-1.048855032
10/5/2020,MI,1.161707278,47,"Region 05 IL, IN, MI, MN, OH, WI",0.751810113,-1.048855032
10/6/2020,MI,1.169727632,58.5,"Region 05 IL, IN, MI, MN, OH, WI",0.846005636,-0.05831957
10/7/2020,MI,1.171757583,56.5,"Region 05 IL, IN, MI, MN, OH, WI",0.869846516,-0.230586607
10/8/2020,MI,1.178637095,52.5,"Region 05 IL, IN, MI, MN, OH, WI",0.950643353,-0.57512068
10/9/2020,MI,1.180758284,56.5,"Region 05 IL, IN, MI, MN, OH, WI",0.975555783,-0.230586607
10/10/2020,MI,1.183783055,60,"Region 05 IL, IN, MI, MN, OH, WI",1.011080386,0.070880708
10/11/2020,MI,1.188864391,53,"Region 05 IL, IN, MI, MN, OH, WI",1.070758438,-0.532053921
10/12/2020,MI,1.197107271,57.5,"Region 05 IL, IN, MI, MN, OH, WI",1.167567431,-0.144453088
10/13/2020,MI,1.19878157,55,"Region 05 IL, IN, MI, MN, OH, WI",1.187231335,-0.359786884
10/14/2020,MI,1.201861641,52.5,"Region 05 IL, IN, MI, MN, OH, WI",1.223405412,-0.57512068
10/15/2020,MI,1.205283147,49.5,"Region 05 IL, IN, MI, MN, OH, WI",1.263589492,-0.833521236
10/16/2020,MI,1.209896387,41,"Region 05 IL, IN, MI, MN, OH, WI",1.317769963,-1.565656142
10/17/2020,MI,1.217354844,44.5,"Region 05 IL, IN, MI, MN, OH, WI",1.405366254,-1.264188828
10/18/2020,MI,1.223308573,46.5,"Region 05 IL, IN, MI, MN, OH, WI",1.475290177,-1.091921791
10/19/2020,MI,1.227513436,42,"Region 05 IL, IN, MI, MN, OH, WI",1.52467444,-1.479522624
10/20/2020,MI,1.223110382,43.5,"Region 05 IL, IN, MI, MN, OH, WI",1.472962511,-1.350322346
10/21/2020,MI,1.221906345,51.5,"Region 05 IL, IN, MI, MN, OH, WI",1.458821627,-0.661254199
10/22/2020,MI,1.220056894,49.5,"Region 05 IL, IN, MI, MN, OH, WI",1.43710064,-0.833521236
10/23/2020,MI,1.217433278,53.5,"Region 05 IL, IN, MI, MN, OH, WI",1.406287426,-0.488987162
10/24/2020,MI,1.217186137,40.5,"Region 05 IL, IN, MI, MN, OH, WI",1.403384864,-1.608722902
10/25/2020,MI,1.212689252,40,"Region 05 IL, IN, MI, MN, OH, WI",1.350570931,-1.651789661
10/26/2020,MI,1.215110448,39.5,"Region 05 IL, IN, MI, MN, OH, WI",1.379006812,-1.69485642
10/27/2020,MI,1.212100234,38,"Region 05 IL, IN, MI, MN, OH, WI",1.343653175,-1.824056698
10/28/2020,MI,1.218523389,44,"Region 05 IL, IN, MI, MN, OH, WI",1.4190903,-1.307255587
10/29/2020,MI,1.217288588,41.5,"Region 05 IL, IN, MI, MN, OH, WI",1.404588106,-1.522589383
10/30/2020,MI,1.223538533,35,"Region 05 IL, IN, MI, MN, OH, WI",1.477990956,-2.082457253
10/31/2020,MI,1.221706514,37,"Region 05 IL, IN, MI, MN, OH, WI",1.4564747,-1.910190216
11/1/2020,MI,1.216739358,41,"Region 05 IL, IN, MI, MN, OH, WI",1.398137642,-1.565656142
11/2/2020,MI,1.224385692,37,"Region 05 IL, IN, MI, MN, OH, WI",1.487940465,-1.910190216
11/3/2020,MI,1.223447651,45.5,"Region 05 IL, IN, MI, MN, OH, WI",1.476923587,-1.178055309
11/4/2020,MI,1.223741792,59.5,"Region 05 IL, IN, MI, MN, OH, WI",1.480378143,0.027813949
8/1/2020,MN,1.078993759,71.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.223399171,1.06488833
8/2/2020,MN,1.074441531,65,"Region 05 IL, IN, MI, MN, OH, WI",-0.26477975,0.62115523
8/3/2020,MN,1.070353343,63,"Region 05 IL, IN, MI, MN, OH, WI",-0.301942122,0.484621968
8/4/2020,MN,1.068052324,63.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.322858803,0.518755283
8/5/2020,MN,1.062472329,67,"Region 05 IL, IN, MI, MN, OH, WI",-0.373581971,0.757688491
8/6/2020,MN,1.0604159,68.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.392275284,0.860088438
8/7/2020,MN,1.056742188,72.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.425669994,1.133154961
8/8/2020,MN,1.056108894,75.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.431426751,1.337954854
8/9/2020,MN,1.05004792,74.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.486522106,1.269688223
8/10/2020,MN,1.049270813,69.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.49358615,0.928355069
8/11/2020,MN,1.044334866,71,"Region 05 IL, IN, MI, MN, OH, WI",-0.538454805,1.030755015
8/12/2020,MN,1.040738952,68.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.571142317,0.860088438
8/13/2020,MN,1.037749549,73.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.598316533,1.201421592
8/14/2020,MN,1.038029155,71.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.595774864,1.06488833
8/15/2020,MN,1.032319129,67,"Region 05 IL, IN, MI, MN, OH, WI",-0.647680038,0.757688491
8/16/2020,MN,1.023945862,70.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.723794556,0.9966217
8/17/2020,MN,1.018394276,67,"Region 05 IL, IN, MI, MN, OH, WI",-0.774259482,0.757688491
8/18/2020,MN,1.012898155,66.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.82422022,0.723555176
8/19/2020,MN,1.004353583,71,"Region 05 IL, IN, MI, MN, OH, WI",-0.901891932,1.030755015
8/20/2020,MN,0.998054344,72,"Region 05 IL, IN, MI, MN, OH, WI",-0.959153159,1.099021646
8/21/2020,MN,0.997374704,72,"Region 05 IL, IN, MI, MN, OH, WI",-0.96533121,1.099021646
8/22/2020,MN,0.993997602,72,"Region 05 IL, IN, MI, MN, OH, WI",-0.996029681,1.099021646
8/23/2020,MN,0.98680852,75.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.061379743,1.337954854
8/24/2020,MN,0.985559461,75.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.072733916,1.337954854
8/25/2020,MN,0.984453447,73.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.082787784,1.201421592
8/26/2020,MN,0.979666808,79,"Region 05 IL, IN, MI, MN, OH, WI",-1.126299202,1.576888062
8/27/2020,MN,0.975575591,75,"Region 05 IL, IN, MI, MN, OH, WI",-1.163489108,1.303821538
8/28/2020,MN,0.974330128,70.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.174810593,0.9966217
8/29/2020,MN,0.971033129,65.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.204780913,0.655288545
8/30/2020,MN,0.968521878,64,"Region 05 IL, IN, MI, MN, OH, WI",-1.227608641,0.552888599
8/31/2020,MN,0.96917739,62.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.221649918,0.450488653
9/1/2020,MN,0.971275524,60,"Region 05 IL, IN, MI, MN, OH, WI",-1.202577498,0.279822075
9/2/2020,MN,0.971003621,66,"Region 05 IL, IN, MI, MN, OH, WI",-1.205049146,0.689421861
9/3/2020,MN,0.967768019,61,"Region 05 IL, IN, MI, MN, OH, WI",-1.234461356,0.348088706
9/4/2020,MN,0.967272138,60,"Region 05 IL, IN, MI, MN, OH, WI",-1.238969005,0.279822075
9/5/2020,MN,0.971521097,62,"Region 05 IL, IN, MI, MN, OH, WI",-1.200345195,0.416355337
9/6/2020,MN,0.975642734,68,"Region 05 IL, IN, MI, MN, OH, WI",-1.162878766,0.825955122
9/7/2020,MN,0.977957894,53,"Region 05 IL, IN, MI, MN, OH, WI",-1.141833541,-0.198044341
9/8/2020,MN,0.978778078,46.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.134377919,-0.641777441
9/9/2020,MN,0.983826082,46,"Region 05 IL, IN, MI, MN, OH, WI",-1.088490646,-0.675910757
9/10/2020,MN,0.984183851,48.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.085238461,-0.505244179
9/11/2020,MN,0.988939461,51.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.042009102,-0.300444287
9/12/2020,MN,0.996043181,57.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.977434996,0.109155498
9/13/2020,MN,0.999422663,58,"Region 05 IL, IN, MI, MN, OH, WI",-0.946714891,0.143288814
9/14/2020,MN,1.003923875,59,"Region 05 IL, IN, MI, MN, OH, WI",-0.905798056,0.211555445
9/15/2020,MN,1.012648937,68,"Region 05 IL, IN, MI, MN, OH, WI",-0.826485657,0.825955122
9/16/2020,MN,1.019852185,57,"Region 05 IL, IN, MI, MN, OH, WI",-0.761006824,0.075022183
9/17/2020,MN,1.028076214,47.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.686248906,-0.57351081
9/18/2020,MN,1.036310825,48,"Region 05 IL, IN, MI, MN, OH, WI",-0.611394796,-0.539377495
9/19/2020,MN,1.044646551,57,"Region 05 IL, IN, MI, MN, OH, WI",-0.535621532,0.075022183
9/20/2020,MN,1.054373147,61.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.447205007,0.382222022
9/21/2020,MN,1.062351465,66.5,"Region 05 IL, IN, MI, MN, OH, WI",-0.374680647,0.723555176
9/22/2020,MN,1.070906457,68,"Region 05 IL, IN, MI, MN, OH, WI",-0.296914215,0.825955122
9/23/2020,MN,1.082861509,69,"Region 05 IL, IN, MI, MN, OH, WI",-0.18824062,0.894221753
9/24/2020,MN,1.091125702,60,"Region 05 IL, IN, MI, MN, OH, WI",-0.113117604,0.279822075
9/25/2020,MN,1.102563064,65,"Region 05 IL, IN, MI, MN, OH, WI",-0.009149906,0.62115523
9/26/2020,MN,1.117313515,61,"Region 05 IL, IN, MI, MN, OH, WI",0.124934374,0.348088706
9/27/2020,MN,1.127398653,57.5,"Region 05 IL, IN, MI, MN, OH, WI",0.216610111,0.109155498
9/28/2020,MN,1.1325611,52,"Region 05 IL, IN, MI, MN, OH, WI",0.263537692,-0.266310971
9/29/2020,MN,1.139460944,54.5,"Region 05 IL, IN, MI, MN, OH, WI",0.326258528,-0.095644394
9/30/2020,MN,1.150116114,52.5,"Region 05 IL, IN, MI, MN, OH, WI",0.423115959,-0.232177656
10/1/2020,MN,1.155368087,46.5,"Region 05 IL, IN, MI, MN, OH, WI",0.470857348,-0.641777441
10/2/2020,MN,1.168916549,41.5,"Region 05 IL, IN, MI, MN, OH, WI",0.594015329,-0.983110595
10/3/2020,MN,1.17711005,41,"Region 05 IL, IN, MI, MN, OH, WI",0.668495742,-1.017243911
10/4/2020,MN,1.185420521,42.5,"Region 05 IL, IN, MI, MN, OH, WI",0.744039433,-0.914843965
10/5/2020,MN,1.193452463,56,"Region 05 IL, IN, MI, MN, OH, WI",0.817051245,0.006755552
10/6/2020,MN,1.201090161,59.5,"Region 05 IL, IN, MI, MN, OH, WI",0.886479308,0.24568876
10/7/2020,MN,1.200345336,57.5,"Region 05 IL, IN, MI, MN, OH, WI",0.879708713,0.109155498
10/8/2020,MN,1.209856903,52,"Region 05 IL, IN, MI, MN, OH, WI",0.966170585,-0.266310971
10/9/2020,MN,1.218333385,67,"Region 05 IL, IN, MI, MN, OH, WI",1.043223347,0.757688491
10/10/2020,MN,1.220100385,53,"Region 05 IL, IN, MI, MN, OH, WI",1.059285698,-0.198044341
10/11/2020,MN,1.22281491,54,"Region 05 IL, IN, MI, MN, OH, WI",1.083961223,-0.12977771
10/12/2020,MN,1.226357289,55,"Region 05 IL, IN, MI, MN, OH, WI",1.116162092,-0.061511079
10/13/2020,MN,1.238066053,53,"Region 05 IL, IN, MI, MN, OH, WI",1.222596884,-0.198044341
10/14/2020,MN,1.23955011,47.5,"Region 05 IL, IN, MI, MN, OH, WI",1.236087232,-0.57351081
10/15/2020,MN,1.24004913,39,"Region 05 IL, IN, MI, MN, OH, WI",1.240623415,-1.153777173
10/16/2020,MN,1.244417583,36.5,"Region 05 IL, IN, MI, MN, OH, WI",1.280333446,-1.32444375
10/17/2020,MN,1.245359088,37.5,"Region 05 IL, IN, MI, MN, OH, WI",1.288891898,-1.256177119
10/18/2020,MN,1.258065067,30,"Region 05 IL, IN, MI, MN, OH, WI",1.404391555,-1.76817685
10/19/2020,MN,1.256722192,30,"Region 05 IL, IN, MI, MN, OH, WI",1.392184578,-1.76817685
10/20/2020,MN,1.259651757,31.5,"Region 05 IL, IN, MI, MN, OH, WI",1.418814856,-1.665776904
10/21/2020,MN,1.259040209,33,"Region 05 IL, IN, MI, MN, OH, WI",1.413255773,-1.563376958
10/22/2020,MN,1.258435965,33,"Region 05 IL, IN, MI, MN, OH, WI",1.407763086,-1.563376958
10/23/2020,MN,1.256764161,29.5,"Region 05 IL, IN, MI, MN, OH, WI",1.392566083,-1.802310166
10/24/2020,MN,1.261014926,27,"Region 05 IL, IN, MI, MN, OH, WI",1.43120631,-1.972976743
10/25/2020,MN,1.259274499,25.5,"Region 05 IL, IN, MI, MN, OH, WI",1.415385512,-2.075376689
10/26/2020,MN,1.261612061,24,"Region 05 IL, IN, MI, MN, OH, WI",1.436634375,-2.177776636
10/27/2020,MN,1.261947685,23.5,"Region 05 IL, IN, MI, MN, OH, WI",1.439685258,-2.211909951
10/28/2020,MN,1.262771774,37,"Region 05 IL, IN, MI, MN, OH, WI",1.447176377,-1.290310434
10/29/2020,MN,1.257236645,31,"Region 05 IL, IN, MI, MN, OH, WI",1.396861049,-1.69991022
10/30/2020,MN,1.260657709,34,"Region 05 IL, IN, MI, MN, OH, WI",1.427959142,-1.495110327
10/31/2020,MN,1.257005456,40,"Region 05 IL, IN, MI, MN, OH, WI",1.394759499,-1.085510542
11/1/2020,MN,1.259082534,30.5,"Region 05 IL, IN, MI, MN, OH, WI",1.413640515,-1.734043535
11/2/2020,MN,1.265389614,41,"Region 05 IL, IN, MI, MN, OH, WI",1.470973018,-1.017243911
11/3/2020,MN,1.260138235,53.5,"Region 05 IL, IN, MI, MN, OH, WI",1.423237029,-0.163911025
11/4/2020,MN,1.266926258,57.5,"Region 05 IL, IN, MI, MN, OH, WI",1.484941392,0.109155498
8/1/2020,MO,0.996478785,73,"Region 07 IA, KS, MO, NE",-1.18580316,0.563272922
8/2/2020,MO,0.997530765,75,"Region 07 IA, KS, MO, NE",-1.168664833,0.732519245
8/3/2020,MO,1.001707237,70,"Region 07 IA, KS, MO, NE",-1.10062386,0.309403436
8/4/2020,MO,1.005534069,66,"Region 07 IA, KS, MO, NE",-1.038279045,-0.029089212
8/5/2020,MO,1.008400879,68,"Region 07 IA, KS, MO, NE",-0.991574424,0.140157112
8/6/2020,MO,1.009779764,73.5,"Region 07 IA, KS, MO, NE",-0.969110326,0.605584502
8/7/2020,MO,1.01207375,76.5,"Region 07 IA, KS, MO, NE",-0.931737865,0.859453988
8/8/2020,MO,1.016714496,79.5,"Region 07 IA, KS, MO, NE",-0.856133174,1.113323474
8/9/2020,MO,1.015777987,80.5,"Region 07 IA, KS, MO, NE",-0.871390306,1.197946636
8/10/2020,MO,1.014048434,81.5,"Region 07 IA, KS, MO, NE",-0.89956731,1.282569798
8/11/2020,MO,1.008929382,77,"Region 07 IA, KS, MO, NE",-0.98296432,0.901765569
8/12/2020,MO,1.010180084,78.5,"Region 07 IA, KS, MO, NE",-0.962588515,1.028700312
8/13/2020,MO,1.013757966,80.5,"Region 07 IA, KS, MO, NE",-0.904299468,1.197946636
8/14/2020,MO,1.012539675,81.5,"Region 07 IA, KS, MO, NE",-0.92414725,1.282569798
8/15/2020,MO,1.014700039,79.5,"Region 07 IA, KS, MO, NE",-0.88895169,1.113323474
8/16/2020,MO,1.008909295,73.5,"Region 07 IA, KS, MO, NE",-0.983291568,0.605584502
8/17/2020,MO,1.007923149,76.5,"Region 07 IA, KS, MO, NE",-0.99935736,0.859453988
8/18/2020,MO,1.004153668,72,"Region 07 IA, KS, MO, NE",-1.060767841,0.47864976
8/19/2020,MO,1.007091821,71,"Region 07 IA, KS, MO, NE",-1.012900936,0.394026598
8/20/2020,MO,1.005459778,72,"Region 07 IA, KS, MO, NE",-1.039489357,0.47864976
8/21/2020,MO,1.004443688,74.5,"Region 07 IA, KS, MO, NE",-1.056042982,0.690207664
8/22/2020,MO,1.002928194,77,"Region 07 IA, KS, MO, NE",-1.080732645,0.901765569
8/23/2020,MO,0.999751463,80.5,"Region 07 IA, KS, MO, NE",-1.132486342,1.197946636
8/24/2020,MO,1.001425889,82,"Region 07 IA, KS, MO, NE",-1.105207439,1.324881379
8/25/2020,MO,1.004014873,83,"Region 07 IA, KS, MO, NE",-1.063029019,1.409504541
8/26/2020,MO,1.007574718,80.5,"Region 07 IA, KS, MO, NE",-1.005033822,1.197946636
8/27/2020,MO,1.008396786,80,"Region 07 IA, KS, MO, NE",-0.991641105,1.155635055
8/28/2020,MO,1.010179093,81.5,"Region 07 IA, KS, MO, NE",-0.96260466,1.282569798
8/29/2020,MO,1.012209126,74,"Region 07 IA, KS, MO, NE",-0.929532387,0.647896083
8/30/2020,MO,1.014041689,72,"Region 07 IA, KS, MO, NE",-0.899677196,0.47864976
8/31/2020,MO,1.014910762,75,"Region 07 IA, KS, MO, NE",-0.885518698,0.732519245
9/1/2020,MO,1.020100782,74,"Region 07 IA, KS, MO, NE",-0.800965512,0.647896083
9/2/2020,MO,1.025657276,74,"Region 07 IA, KS, MO, NE",-0.710441918,0.647896083
9/3/2020,MO,1.029760302,75.5,"Region 07 IA, KS, MO, NE",-0.64359749,0.774830826
9/4/2020,MO,1.028533816,70.5,"Region 07 IA, KS, MO, NE",-0.663578781,0.351715017
9/5/2020,MO,1.030631219,76.5,"Region 07 IA, KS, MO, NE",-0.62940895,0.859453988
9/6/2020,MO,1.031922157,81.5,"Region 07 IA, KS, MO, NE",-0.60837764,1.282569798
9/7/2020,MO,1.033507865,80.5,"Region 07 IA, KS, MO, NE",-0.582544086,1.197946636
9/8/2020,MO,1.034689597,72.5,"Region 07 IA, KS, MO, NE",-0.563291905,0.520961341
9/9/2020,MO,1.033661059,68.5,"Region 07 IA, KS, MO, NE",-0.580048327,0.182468693
9/10/2020,MO,1.032096719,68,"Region 07 IA, KS, MO, NE",-0.605533764,0.140157112
9/11/2020,MO,1.030939996,68.5,"Region 07 IA, KS, MO, NE",-0.624378511,0.182468693
9/12/2020,MO,1.031259331,70,"Region 07 IA, KS, MO, NE",-0.619176067,0.309403436
9/13/2020,MO,1.030924248,67.5,"Region 07 IA, KS, MO, NE",-0.62463507,0.097845531
9/14/2020,MO,1.032534918,69,"Region 07 IA, KS, MO, NE",-0.598394847,0.224780274
